id,run_id,repository_id,name,head_branch,head_sha,path,conclusion,workflow_id,actor_name,git_num_committers,repo_team_size_last_3_month,commit_message_issue_ref,gh_commits_on_files_touched,git_commit_attention,trigger_event,gh_pr_description_complexity,gh_num_pr_comments,pr_number,git_same_committer,gh_previous_build_result,git_commits,base_sha,gh_files_modified,gh_lines_added,gh_lines_deleted,gh_other_files,gh_hotspot_files_touched,gh_src_files,gh_src_churn,gh_files_type_modified,gh_test_churn,gh_files_entropy,gh_cross_module_changes,ast_class_added,ast_class_deleted,ast_class_modified,ast_class_changed,ast_met_added,ast_met_deleted,ast_met_changed,ast_met_sig_modified,ast_field_added,ast_field_deleted,ast_field_changed,ast_import_added,ast_import_deleted,ast_import_changed,src_ast_diff,test_ast_diff,gh_dependencies_churn,dependencies_count,gh_files_added,gh_files_deleted,gh_tests_added,gh_tests_deleted,gh_doc_files,gh_config_files,ast_met_body_modified,dockerfile_changed,docker_compose_changed,workflow_size,external_github_resource,test_frameworks,build_language,sloc_initial,test_lines_initial,test_lines_per_1000_sloc,tests_passed,tests_failed,tests_skipped,tests_total,tests_ran,repo_fail_rate_history,gh_committer_bayesian_trust_score_history,repo_fail_rate_recent,gh_committer_bayesian_trust_score_recent,git_committer_repo_exp,is_core_member,concurrent_jobs,committer_cross_project_exp,gh_committer_first_build,prev_build_same_files_touched,repo_ci_config_churn_nums,is_master
45579,8340246484,19937094,Java CI,master,fc5901c14f56ad56af506fafc213464fa93e0f7a,.github/workflows/maven.yml,success,3071532,chrjohn,122,6,0.0,1.0,,push,484,0,779.0,1,success,1,d7c9fe52fabdc56f28ace4063f6ac78fe422b511,1,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,53,0,['junit'],java-maven,150697,60341,400.413,30935,2,0,30937,1,0.0,1.0,0.0,1.0,8,1,9,0,0,0,0,1
45580,8445418684,19937094,Java CI,dependabot/maven/org.apache.maven.plugins-maven-gpg-plugin-3.2.2,00334058c8184433d34089a2ebc7bd8c2a0d9de9,.github/workflows/maven.yml,success,3071532,dependabot[bot],122,6,0.0,1.0,,pull_request,529,0,782.0,1,success,1,fc5901c14f56ad56af506fafc213464fa93e0f7a,1,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,53,0,['junit'],java-maven,150697,60341,400.413,30935,2,0,30937,1,0.0,1.0,0.0,1.0,0,1,9,0,0,0,0,0
45581,8060151969,19937094,Java CI,master,fd1926f1ac133a1c7b4558f2fca381775f743289,.github/workflows/maven.yml,success,3071532,chrjohn,121,6,0.0,1.0,,schedule,84,0,766.0,1,success,1,663fb55f5d026e6f0c6392b1676b31bd02cdd6f7,1,5,4,0,0,1,9,1,0,0,0,0,0,1,1,0,0,0,28,0,0,0,0,0,0,1,0,0,48,0,0,0,0,0,0,0,0,0,53,0,['junit'],java-maven,150697,60341,400.413,31894,0,0,31896,1,0.0135458,0.844003,0.0,1.0,25,1,9,0,0,1,0,1
45582,7431391360,19937094,Java CI,use-session-log,754b78323223a0f38d86967affd492a566084453,.github/workflows/maven.yml,success,3071532,chrjohn,118,6,0.0,12.0,{'fix'},pull_request,48,0,746.0,1,success,12,89acf0cf725dfe32d139581f57baa1ba374f2c33,54,662,1186,1,1,32,783,5,1051,1,1,0,3,46,49,15,22,37,454,7,7,14,7,29,36,1,1,0,48,0,4,304,747,0,1,97,0,0,53,0,['junit'],java-maven,150416,60049,399.22,30738,3,0,30741,1,0.0183267,0.861239,0.00557769,0.843825,45,1,9,0,0,1,0,0
45583,8226453175,19937094,Java CI,dependabot/maven/org.apache.maven.plugins-maven-assembly-plugin-3.7.0,a78619b9b9162c32aa5d0b02953fcabb6655f2cc,.github/workflows/maven.yml,success,3071532,dependabot[bot],121,5,0.0,1.0,,pull_request,419,0,771.0,1,success,1,fd1926f1ac133a1c7b4558f2fca381775f743289,1,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,53,0,['junit'],java-maven,150697,60341,400.413,31894,0,0,31896,1,0.00159363,0.999431,0.0,1.0,0,1,9,0,0,0,0,0
45584,8945029770,19937094,Java CI,dependabot/maven/org.apache.maven.plugins-maven-pmd-plugin-3.22.0,82973d351aa31f098092c3e15edacb8378db4855,.github/workflows/maven.yml,success,3071532,chrjohn,122,6,0.0,1.0,,push,560,0,800.0,1,success,1,8115ba3a827f06b2d12154dcd1e7d9ece59647cf,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,1,0,0,0,53,0,['junit'],java-maven,150697,60341,400.413,30935,2,0,30937,1,0.0143426,0.858145,0.00876494,0.729084,13,1,9,0,0,0,0,0
45585,7810422615,19937094,Java CI,master,ef1b9f4c5ea394865bb571e279911d56058423d3,.github/workflows/maven.yml,success,3071532,chrjohn,118,5,0.0,1.0,,schedule,317,0,764.0,1,success,1,f470c02cfcd268e8d52415743a73dbdf2edb0d18,1,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,53,0,['junit'],java-maven,150437,60126,399.676,30755,2,0,30759,1,0.00557769,0.940766,0.0,1.0,10,1,9,0,0,0,0,1
45586,7443621822,19937094,Java CI,master,50d004661424eb3d1d07fe78a90cb91d85946c29,.github/workflows/maven.yml,success,3071532,chrjohn,118,6,0.0,1.0,,schedule,403,0,744.0,0,success,1,644820ee3c64a3eb76428149b42514f1ae21495c,2,2,2,0,0,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,53,0,['junit'],java-maven,150358,60030,399.247,30739,2,0,30741,1,0.0199203,0.859336,0.00717131,0.847047,44,1,9,0,0,1,0,1
45587,7793360818,19937094,Java CI,dependabot/maven/slf4j.version-2.0.12,bc295dbaf2c0c730a8d31fb32ce1b3585407912e,.github/workflows/maven.yml,success,3071532,dependabot[bot],118,5,0.0,1.0,,pull_request,317,0,764.0,1,success,1,f470c02cfcd268e8d52415743a73dbdf2edb0d18,1,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,53,0,['junit'],java-maven,150437,60126,399.676,31714,0,0,31716,1,0.00557769,0.868353,0.0,1.0,0,1,9,0,0,0,0,0
45588,8336200246,19937094,Java CI,dependabot/maven/org.apache.maven.plugins-maven-gpg-plugin-3.2.1,78f4fd789f7fb1675018f3fefa1556ee0e7aa08c,.github/workflows/maven.yml,success,3071532,dependabot[bot],122,6,0.0,0.0,,push,0,0,,1,success,1,d7c9fe52fabdc56f28ace4063f6ac78fe422b511,1,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,53,0,['junit'],java-maven,150697,60341,400.413,30935,2,0,30937,1,0.000796813,0.999834,0.0,1.0,0,1,9,0,0,0,0,0
45589,7565813679,19937094,Java CI,master,f0570961e3a9d76161ea54dc685e117187f4128e,.github/workflows/maven.yml,success,3071532,chrjohn,118,6,0.0,2.0,,schedule,432,0,756.0,1,success,2,e80c25b15b0ff9dbd96eac361d08e7b0ecce76ed,2,5,2,0,0,2,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,53,0,['junit'],java-maven,150361,60030,399.239,30738,3,0,30741,1,0.0191235,0.88128,0.00239044,0.89243,40,1,9,0,0,0,0,1
45590,9412191768,19937094,Java CI,master,32a3f8da5b7e62f41ca5b1707ec3f5e86ed4066a,.github/workflows/maven.yml,success,3071532,chrjohn,122,3,0.0,1.0,,schedule,328,0,812.0,0,success,1,6491cc7b3a929633cc116419cd4b4ddd5e034329,1,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,53,0,['junit'],java-maven,150697,60341,400.413,30935,2,0,30937,1,0.000796813,0.984788,0.0,1.0,11,1,9,0,0,0,0,1
45591,7388621185,19937094,Java CI,use-session-log,441ee5984f91a057eae07e0e385fd66d72cf731e,.github/workflows/maven.yml,success,3071532,chrjohn,118,6,0.0,4.0,{'fix'},pull_request,48,0,746.0,1,success,4,89acf0cf725dfe32d139581f57baa1ba374f2c33,49,607,1154,1,1,28,713,5,1034,1,1,0,3,41,44,14,22,36,426,6,6,12,1,27,28,1,1,0,48,0,4,288,746,0,1,93,0,0,53,0,['junit'],java-maven,150398,60034,399.168,30739,2,0,30741,1,0.0247012,0.883801,0.00159363,0.940942,61,1,9,0,0,1,0,0
45592,7408743226,19937094,Java CI,use-session-log,14683af2e2531cac8273d9f9857d822ddd8cab1c,.github/workflows/maven.yml,success,3071532,chrjohn,118,6,0.0,8.0,{'fix'},pull_request,48,0,746.0,1,success,8,89acf0cf725dfe32d139581f57baa1ba374f2c33,52,641,1176,1,1,30,750,5,1053,1,1,0,3,44,47,14,22,36,440,7,7,14,5,29,34,1,1,0,48,0,4,306,747,0,1,99,0,0,53,0,['junit'],java-maven,150409,60051,399.251,30739,2,0,30741,1,0.0183267,0.876028,0.00159363,0.949801,47,1,9,0,0,1,0,0
45593,7352656597,19937094,Java CI,dependabot/maven/slf4j.version-2.0.10,c68c3f916bd9a2a061fd8e204b9ee80b020f1b79,.github/workflows/maven.yml,success,3071532,dependabot[bot],118,6,0.0,0.0,,push,317,0,743.0,0,success,1,14c9c66fab7f729cb90ecaf096c8db15861b5052,1,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,53,0,['junit'],java-maven,150358,60030,399.247,30739,2,0,30741,1,0.0573705,0.831255,0.00318725,0.776007,0,1,9,0,0,0,0,0
45594,7470791100,19937094,Java CI,master,f532e1ffeb8dc23fac5ffd3b0cf99cc6c03eccd5,.github/workflows/maven.yml,success,3071532,chrjohn,118,6,0.0,1.0,,schedule,317,0,753.0,0,success,1,50d004661424eb3d1d07fe78a90cb91d85946c29,1,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,53,0,['junit'],java-maven,150358,60030,399.247,30739,2,0,30741,1,0.0191235,0.867792,0.00717131,0.83248,43,1,9,0,0,0,0,1
45595,7592464947,19937094,Java CI,master,f0570961e3a9d76161ea54dc685e117187f4128e,.github/workflows/maven.yml,success,3071532,chrjohn,118,6,0.0,2.0,,schedule,432,0,756.0,1,success,2,e80c25b15b0ff9dbd96eac361d08e7b0ecce76ed,2,5,2,0,0,2,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,53,0,['junit'],java-maven,150361,60030,399.239,30738,3,0,30741,1,0.0159363,0.887244,0.0,1.0,28,1,9,0,0,0,0,1
45596,8151563627,19937094,Java CI,master,fd1926f1ac133a1c7b4558f2fca381775f743289,.github/workflows/maven.yml,success,3071532,chrjohn,121,5,0.0,1.0,,schedule,84,0,766.0,1,success,1,663fb55f5d026e6f0c6392b1676b31bd02cdd6f7,1,5,4,0,0,1,9,1,0,0,0,0,0,1,1,0,0,0,28,0,0,0,0,0,0,1,0,0,48,0,0,0,0,0,0,0,0,0,53,0,['junit'],java-maven,150697,60341,400.413,30935,2,0,30937,1,0.0135458,0.827229,0.0,1.0,22,1,9,0,0,1,0,1
