id,run_id,repository_id,name,head_branch,head_sha,path,conclusion,workflow_id,actor_name,git_num_committers,repo_team_size_last_3_month,commit_message_issue_ref,gh_commits_on_files_touched,git_commit_attention,trigger_event,gh_pr_description_complexity,gh_num_pr_comments,pr_number,git_same_committer,gh_previous_build_result,git_commits,base_sha,gh_files_modified,gh_lines_added,gh_lines_deleted,gh_other_files,gh_hotspot_files_touched,gh_src_files,gh_src_churn,gh_files_type_modified,gh_test_churn,gh_files_entropy,gh_cross_module_changes,ast_class_added,ast_class_deleted,ast_class_modified,ast_class_changed,ast_met_added,ast_met_deleted,ast_met_changed,ast_met_sig_modified,ast_field_added,ast_field_deleted,ast_field_changed,ast_import_added,ast_import_deleted,ast_import_changed,src_ast_diff,test_ast_diff,gh_dependencies_churn,dependencies_count,gh_files_added,gh_files_deleted,gh_tests_added,gh_tests_deleted,gh_doc_files,gh_config_files,ast_met_body_modified,dockerfile_changed,docker_compose_changed,workflow_size,external_github_resource,test_frameworks,build_language,sloc_initial,test_lines_initial,test_lines_per_1000_sloc,tests_passed,tests_failed,tests_skipped,tests_total,tests_ran,repo_fail_rate_history,gh_committer_bayesian_trust_score_history,repo_fail_rate_recent,gh_committer_bayesian_trust_score_recent,git_committer_repo_exp,is_core_member,concurrent_jobs,committer_cross_project_exp,gh_committer_first_build,prev_build_same_files_touched,repo_ci_config_churn_nums,is_master
41708,7390782548,30449481,build-test,TINKERPOP-3028,2fe799cb053211a85bfd12a91344bfaa51aab8d6,.github/workflows/build-test.yml,success,13746977,spmallette,287,13,1.0,15.0,"{'ci', 'fix', 'revert', 'test'}",push,0,0,,0,success,15,ba51c5c2f78e70c5849175cba2dd6effa3518b82,71,2060,1079,5,1,50,983,15,2022,3,1,4,0,23,27,12,23,35,1115,1,0,1,46,14,60,1,1,0,38,6,0,1236,786,5,1,8,0,0,353,1,"['junit', 'cucumber-java']",java-maven,311652,234785,753.356,191496,0,22341,213837,1,0.0313542,0.783128,0.000333556,0.999762,12,0,18,0,0,0,0,0
41709,8099690954,30449481,build-test,3.6-dev,1efe40b2881177c8975fca16b0791bd9ccf9fbd7,.github/workflows/build-test.yml,success,13746977,Cole-Greer,296,15,1.0,1.0,{'fix'},push,54,0,2494.0,1,success,1,3166f1b347bd1f8ff1e6923ea522f20ca9b5ffbe,4,13,7,1,0,2,9,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,5,1,0,0,0,0,0,339,1,"['junit', 'cucumber-java']",java-maven,502653,439977,875.31,132420,0,14764,147184,1,0.0140093,0.894136,0.00500334,0.895689,3,1,17,0,0,1,0,0
41710,9316760248,30449481,build-test,master,84d1005fb45a6bd0b1873b2f4fc7212561aa529d,.github/workflows/build-test.yml,success,13746977,FlorianHockmann,299,16,0.0,4.0,,push,0,0,,1,failure,4,a4adbde12992a400172827fc939467d48038aa3c,4,10,10,1,1,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,9,9,0,0,0,0,0,353,1,"['junit', 'cucumber-java']",java-maven,309601,235470,760.56,178629,0,20789,199420,1,0.0577051,0.507292,0.00733823,0.905755,16,0,18,0,1,1,0,1
41711,8542733984,30449481,build-test,ryan/select-test-fix,a9643fc80de42a8f7e73e838e90f252f5811ea1d,.github/workflows/build-test.yml,success,13746977,ryn5,297,13,0.0,1.0,{'fix'},pull_request,54,0,2536.0,1,success,1,07c1c3ea612ac26d3dd0a7e16efbdb02aa5fe3d7,11,29,21,0,1,5,32,7,18,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,38,0,0,11,7,0,0,0,0,0,353,1,"['junit', 'cucumber-java']",java-maven,309331,235380,760.932,179076,0,22386,201462,1,0.024016,0.730522,0.009006,0.814088,2,0,18,0,1,0,0,0
41712,7420561642,30449481,build-test,TINKERPOP-3029,8fda42f53737ed67c081dc8fe32db4e764a6b064,.github/workflows/build-test.yml,success,13746977,FlorianHockmann,287,13,0.0,1.0,,push,145,0,2424.0,0,failure,1,76df767fb0fcf5ef42fb7b4b249d6d65d548a30f,3,14,1,1,1,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,1,0,0,0,0,339,1,"['junit', 'cucumber-java']",java-maven,502105,439738,875.789,116303,0,11744,128049,1,0.0200133,0.906059,0.00100067,0.888333,11,0,17,0,1,0,0,0
41713,7571423656,30449481,build-test,dependabot/github_actions/3.6-dev/actions/cache-4,eb7b48b85f232821b0e668d96797d84e40fe7e5c,.github/workflows/build-test.yml,success,13746977,dependabot[bot],287,12,0.0,1.0,,pull_request,970,0,2456.0,1,success,1,9c43c192218d37e504be55fe95ae2599790be4e0,1,4,4,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,4,4,0,0,0,0,0,339,1,"['junit', 'cucumber-java']",java-maven,502105,439738,875.789,132304,0,14748,147052,1,0.009006,0.919955,0.00333556,0.938205,0,1,17,0,0,0,0,0
41714,7712726382,30449481,build-test,dependabot/pip/gremlin-python/src/main/python/3.6-dev/aiohttp-3.9.3,df31b30e24103721c971b2371cdb847c63e1c7a5,.github/workflows/build-test.yml,success,13746977,dependabot[bot],295,16,,,,pull_request,0,0,,1,success,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,339,1,"['junit', 'cucumber-java']",java-maven,502237,439867,875.816,132318,2,14748,147068,1,0.0106738,0.907115,0.00166778,0.914047,0,1,17,0,0,0,0,0
41715,9386048519,30449481,build-test,dependabot/npm_and_yarn/docs/gremlint/master/prettier-3.3.1,3df1832c805dd567b167209ccefe5d53dc8f749a,.github/workflows/build-test.yml,success,13746977,dependabot[bot],299,15,0.0,0.0,,push,0,0,,1,success,1,bac6c3b570b8c860c5ed6349a2efc198f0373122,2,8,8,0,0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,353,1,"['junit', 'cucumber-java']",java-maven,309629,235472,760.497,179096,0,22386,201482,1,0.0513676,0.70788,0.00800534,0.793529,0,1,18,0,0,0,0,0
41716,7742878610,30449481,build-test,dependabot/github_actions/3.6-dev/codecov/codecov-action-4,5c99250d1d5f50f6c30707a581179360345d5acf,.github/workflows/build-test.yml,success,13746977,dependabot[bot],287,13,0.0,0.0,,push,1380,0,2472.0,1,success,1,d2303d5fad750a2741016babcdba441b57883643,1,2,2,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,2,2,0,0,0,0,0,339,1,"['junit', 'cucumber-java']",java-maven,502237,439867,875.816,128554,0,13951,142507,1,0.0106738,0.916262,0.00133422,0.972037,0,1,17,0,0,0,0,0
41717,9386318983,30449481,build-test,dependabot/npm_and_yarn/gremlint/3.6-dev/prettier-3.3.1,5d8674cc9e2dee29e5340a61a438c8bfea7ee7ab,.github/workflows/build-test.yml,success,13746977,dependabot[bot],290,10,0.0,0.0,,push,573,0,2642.0,1,success,1,9341370c21d4a4d3fd7c345bffe88bfaba82f2d2,1,6,6,0,0,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,339,1,"['junit', 'cucumber-java']",java-maven,503378,440739,875.563,132626,0,14796,147424,1,0.0513676,0.725817,0.00800534,0.8128,0,1,17,0,0,0,0,0
